count,hate_speech_count,offensive_language_count,neither_count,class,tweet
3,0,3,0,1,RT @USER: Chael P suplexin motherfuckers on their domes and shit
3,0,3,0,1,@USER like bitch and a gram
3,1,2,0,1,I have one more day of fucking school. [PERSON] nansemond is fucking retarded
3,0,3,0,1,Kicking niccas Tf outcha mentions like URL
3,0,3,0,1,Niggas see you wit da yellow dey wanna hit you up &128530;
3,0,3,0,1,"RT @USER: alcohol is liquid truth. So if a girl is a hoe when she drinks, she's naturally a hoe anyway."
3,0,0,3,2,Lol.. shut up! RT @USER: @USER lmao early bird gets the worm
3,0,0,3,2,RT @USER: Study these birds closely. See if you can spot the female. It can be done. Even with limited bird watching skills. URL
3,0,2,1,1,"you's a muthaf**in lie &8220;@USER: @USER @USER right! His TL is trash &8230;. Now, mine? Bible scriptures and hymns&8221;"
3,0,3,0,1,RT @USER: dont try too fuck with me &amp; got a million and TWO bitches because I will tell them all.. I PROMISE I WILL
3,0,3,0,1,&8220;@USER: I got hella hoes.&8221;&128559;
3,0,1,2,2,RT @USER: for real this game is pub trash let's do drugs and get smashed
3,0,3,0,1,"&8220;@USER: Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&8221;"
3,0,3,0,1,so quit suckin on my dick and hop your fat ass elsewhere cuz i ain't tryna fuck with your globe ass bitch got her own orbit
3,0,2,1,1,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!
3,2,1,0,0,@USER faggot
3,0,3,0,1,Hahah its funny how all the little dumb hoes want to follow you nigga just to be all up in your ass like bitch the fuck you kreepen fo?
3,0,2,1,1,RT @USER: All Babies are born hipsters because they come out of the hospital in beanies.
3,0,0,3,2,"So my daughter seen [PERSON] [PERSON][PERSON][PERSON].. Questions on 1,00 &128514;&128514;&128514;&128514;"
3,0,3,0,1,This bitch is crying URL
3,0,3,0,1,"So I swore my school was closed, but that bitch is open and I'm home &128514;"
3,0,3,0,1,Time for bed &127769;&9729;&65039;&12776;&996;&65039;peace bitches!
3,0,3,0,1,"RT @USER: Can't trust none of these bitches, DON'T trust none of these hoes &995;"
3,0,3,0,1,"RT @USER ""@USER: I almost ran this fine red bitch over."" Damn + lol"
3,0,1,2,2,12 oz arizona's trash
3,0,3,0,1,@USER ok u hav gun. I love you and you are my superior at fighting games and you probably get more bitches too. peace &996;
3,1,2,0,1,Like she got a death touch? RT @USER: This bitch standing in front of me looking like rogue from the xmen
3,0,3,0,1,i head butted a bitch in the club. Lmao she tried to play it off. Bitch i know your head hurts!
3,0,1,2,2,"@USER yeah,but the cripple not getting up clean helped the call out..wouldn't have been fair either way"
6,0,0,6,2,"RT @USER: @USER @USER @USER Once again, birds of a feather.."
3,0,3,0,1,RT @USER: @USER hell yea save money like a hoe
3,0,0,3,2,@USER nips
3,0,3,0,1,Let me find out [PERSON] [PERSON]we[PERSON] is being a bitter bitch today all on the social networks..&128514; whohurtYOU
3,0,3,0,1,"""@USER: @USER @USER yeah Texans are so much better you fucking retard"" I see that you're mad about this."
3,0,0,3,2,This cowboys an redskins game was a hell of a game
4,3,1,0,0,RT @USER: His balls ashy RT @USER: @USER: Real women do this URL and real faggots let em do that.. Smh
3,0,3,0,1,"RT @USER: ""@USER: &8220;@USER: &8220;@USER: this bitch real nasty &128518; URL &128563;&8221;&128563;&128563;"" ah need her &128076;"
3,0,0,3,2,"RT @USER: Now Call Down Your Dark and Your Cold and Be Damned, [PERSON] [PERSON]"
3,0,2,1,1,nobody likes bloody nips!
3,0,3,0,1,Talking [PERSON] is a hoe
3,0,3,0,1,[PERSON]l actually bitch please choke on my nuts.
3,0,3,0,1,[PERSON] [PERSON] set the standard for what hoes can achieve in society
3,2,1,0,0,@USER i can give you some of my clothes so you can look like a cute dyke
3,0,0,3,2,He gets this bratty attitude from [LOCATION] .. and its for the birds.
6,1,5,0,1,I got bitches geekin sneaking cocaina cross the customs &128131;
3,0,3,0,1,"I got my mind on my money, all I needs a bad bitch so I can ride round the city and spend this cash with"
3,0,3,0,1,@USER Lol shut up bitch..im alive! i just been going through it..but im good now
3,0,2,1,1,These hoes need to stop hittin blunts and hit the gym unhealthy mfs &128514;&128514;&128514;
3,0,3,0,1,@USER @USER pussies
3,0,3,0,1,"porn,android,iphone,ipad,sex,xx, | Korean | korean girlfriend pussy URL"
3,0,3,0,1,RT @USER: This tweet was a booby trap and I caught 23 hoes. URL
3,0,3,0,1,Lol this girl makes fun of guys for having like light voices but I'm just like bitch your voice is like deeper than five men together wtf
3,1,2,0,1,"@USER haha, says the little bitch who let someone take his phone. A real man wouldn't have let that happen. A little bitch would."
3,0,3,0,1,RT @USER: Why does everybody drive like retards when it rains lol
3,2,1,0,0,I prefer [PERSON][PERSON][PERSON] [PERSON] to not speak on TV at all. Damn coon.
3,0,3,0,1,RT @USER: I cannot fuck with a broke bitch! &128175;
3,0,3,0,1,My nigguh
3,0,3,0,1,These bitches are taking forevs doe
3,0,3,0,1,She said pop can u make it rain I said bitch I'm a water bearer I bring da flood I'll make you drown
3,0,3,0,1,RT @USER: How bitches be when soccer players take their shirt off.. URL
3,0,3,0,1,"RT @USER: And I aint got time for bitches , gotta keep my mind on my mothafuckin riches"
3,0,3,0,1,@USER What the fuck is wrong with you. You can't call urself a man if u call a girl a bitch. Ur a fuckin loser bro
3,0,3,0,1,RT @USER: Cuz bitches love pizza URL
3,0,3,0,1,@USER say that hoe has sparked a many a blunt since you left it
3,0,0,3,2,A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It's already been exposed as completely farcical. A GWB appointee.
3,0,3,0,1,I love how bitches be talkin how the single life is the best life then bitchin and complaining how they need a boyfriend WTF
6,0,6,0,1,RT @USER: I'm Tryna be like steez &128175; bro got dem hoes rir
3,0,1,2,2,"@USER [PERSON] [PERSON][PERSON] could coach better than [PERSON][PERSON][PERSON] [PERSON]. Yeah they hired [PERSON] [PERSON], the pitching coach"
3,0,3,0,1,@USER u calling me a pussy but u not bout shit fuck all this talking let's pop shit off then
3,0,0,3,2,(via @USER) [PERSON] [PERSON] is sending &8220;Made in [LOCATION]&8221; Canadian flag pins back to Conservatives &8211; URL
4,0,3,1,1,"RT @USER: Hoes be like ""go talk to one of your hoes"".. I be like ""you are one of my hoes"""
3,0,3,0,1,Im such a bitch sometimes&128553;&128553;
3,0,0,3,2,"Get here! MT @USER: Sierra skiers, @USER offers a fun break from the slopes. Sweet deal: URL TravelNevada"
6,0,6,0,1,Fuck that niggah he so weak he cant tell that you a freak
3,0,3,0,1,Took .1 of [PERSON] (gonna die) pussy ass bitch
3,0,3,0,1,RT @USER: maybe nobody likes you because you're a bitch
3,0,2,1,1,RT @USER: These hoes ain't loyal&128581;&128175;&128076;
3,0,3,0,1,"I'm goin big, bitch, suck my dick"
6,2,4,0,1,RT @USER: When [PERSON][PERSON] said..nvm that nigga trash
3,0,3,0,1,RT @USER: You was so eager to be a hoe you didn't even read RT @USER: &8220;@USER: twitpic a selfie wearing a leotard&8221; URL
3,1,2,0,1,If you texting other niggas just let me know so I can find me some other bitches. No hard feelings
3,1,2,0,1,RT @USER: If you cant pass the asvab you might as well just go full retard
3,0,3,0,1,"You're irrelevant, bitch"
3,0,3,0,1,RT @USER: if you cant see when you have a real woman by yourside through thick and thin. then maybe you do deserve these hoes . Si&8230;
3,0,3,0,1,How could you do this to me bitch!!
3,0,3,0,1,"@USER @USER you gay, [PERSON] bad as fuck. Even though the other bitch bad you can't cheat on a dime..foh lol"
3,1,2,0,1,will u love dat nigga even if he lose it all.. or will u dip like the groupie hoes searching for another &11088;&65039;
3,3,0,0,0,EDA!! The 2 queers at AA! lol @USER @USER URL
3,0,3,0,1,Yung nigger move that dope
3,0,3,0,1,[PERSON][PERSON] [PERSON][PERSON][PERSON] a bitch.. Now that basketball is back say goodbye to sports center.. It's [PERSON]bron center now..
3,0,1,2,2,@USER trash*
3,0,3,0,1,I almost was nice once.. Then I realized people need to toughen up and stop being such emotional bitches
3,0,3,0,1,"RT @USER: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title d&8230;"
3,1,2,0,1,RT @USER: So ike just had to punch a nigga for harassing a young lady on [LOCATION]a a[LOCATION] and [LOCATION] [LOCATION] in nw dc youoksis
3,0,3,0,1,i have to be the taller older bitch
3,0,3,0,1,Goodmorning bitches ladykimora sandiego @ Water front [LOCATION] [LOCATION] URL
3,0,3,0,1,Need some Hispanic pussy
3,1,2,0,1,@USER let a honky know man lol
3,0,3,0,1,@USER @USER bruh I'm under 2 blankets like a bitch right now
3,0,3,0,1,@USER @USER pussy shit!
3,0,3,0,1,"Get my name tatted, right by ya pussy &128137;&128008;&128700;"
3,0,0,3,2,RT @USER: The people of the ghetto are rising up and fighting back. Whose side are you on? [LOCATION]
3,0,3,0,1,@USER &128528; bitch you got me fucked up &128514;&128514;
3,0,0,3,2,I think I'll have salad bar for lunch today. Gotta make up for the birthday brownies somehow.. LastHurrahThenDietStarts
3,0,3,0,1,Fuck all that talking bitch y u got my name in to mouth
3,1,2,0,1,@USER u aint bout it wop
3,0,3,0,1,you look like your 12 stop talking about fucking bitches &9757;
3,0,3,0,1,Ya last nicca couldn't beat it .. I hit it like a free throw!
3,0,3,0,1,never trust a hoe
3,0,3,0,1,RT @USER: To my EX that bitch can have you. &128080;
3,0,0,3,2,RT @USER: Seahawks fans are scheduled to meet up at [LOCATION] [LOCATION] on SAT. @ 5PM to trash talk and heckle San Franciscans! BE PREPARED! WEAR&8230;
3,1,2,0,1,@USER you're our bitch though
3,0,0,3,2,"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im.. URL"
3,0,3,0,1,Your bitch is a fake sack of potatoes
3,0,1,2,2,"Sometimes, even I gotta tell these hoes to grow up smh"
3,0,1,2,2,"RT @USER: ""[PERSON] I didn't mean to throw your mixtape in the trash c'mon fam"" URL"
3,0,3,0,1,These bitches always trippin
3,0,3,0,1,Catch up with the [PERSON]o itty bitty bitch
3,0,3,0,1,"RT @USER: ""@USER: &8220;@USER: [PERSON] always being nasty. Pussy hungry bitch &128514;&8221;look at me never hungry URL"
3,0,3,0,1,@USER So says the one who fills an empty hole inside herself by worshiping a royal. Who 4 all u kno may be a raging snotty bitch
3,0,3,0,1,&8220;@USER: Miss you @USER&8221; pussy
3,2,1,0,0,&8220;@USER: You dammn Weed potheads are annoying af on Twitter&8221; weed and pot are the same thing faggot
3,0,3,0,1,"@USER u said ""@ me hoe"" &128514;&128514;&128514; so I did.."
3,0,3,0,1,RT @USER: [PERSON] you sure are a dirty bitch! [PERSON] your dad tried to warn you! SonsOfAnarchy
3,0,1,2,2,"[PERSON]'s (whitey) brownshirts run wild in [LOCATION]. Following the lead of N.W.A., punks chant F the police. URL"
3,0,0,3,2,Why is my mother bothering me about the trash? It's my day off leave me alone and stop nagging
3,2,1,0,0,"RT @USER: Ill break a [PERSON]ch down, like the pussy she is."
3,0,3,0,1,I do the shit you bitches is too pussy to do
3,0,3,0,1,This biatch just called me a bitch &128514;&128514;
3,0,3,0,1,Bitches dont wann fxck me no more bitches wanna fxck all my bitches
3,0,3,0,1,that bitch looked wierd !&128514;
3,0,3,0,1,&8220;@USER: This bitch comes right in &amp; gets too comfortable URL I never saw this yo my gut all out I hate u&128514;&128514;
3,2,1,0,0,"@USER huh, lol mad nigger is mad"
3,0,3,0,1,I'll go to class the last 30 minutes of that hoe
3,0,3,0,1,"@USER right , Come then what ? Wait another 9 months ? NaaURL &995; I could be pimpin these hoes lol"
3,0,1,2,2,Jihadis Turn [LOCATION] [LOCATION] [LOCATION] Into [LOCATION] For Friday Prayers URL lnyhbt ccot teaparty gop tgdn
3,0,2,1,1,Ok.. sucking dick isn't supposed to be done in a cute [LOCATION] at all. Just like eating pussy you're not supposed to be scared of it.
3,0,3,0,1,I'm so excited to hang out with my bitches @USER @USER
3,0,3,0,1,RT @USER: I need a new bitch !
3,0,0,3,2,RT @USER: Yankees Unveil Beautiful [PERSON] [PERSON][PERSON] Cage In [LOCATION] [LOCATION] URL URL
3,0,0,3,2,@USER [PERSON] tried to eat your bird
3,0,0,3,2,RT @USER: Rich homie and bird man gone be at mansion &233;lan tonight &128064;
3,0,3,0,1,@USER hoes
3,1,2,0,1,I don't want a bitch that a nigga already had I want sumn new .. Or a runner it's too easy nigga I accept the challenge
3,1,2,0,1,@USER nigger hello?
3,0,3,0,1,All you see is straight pussy in my iPhone!
3,1,2,0,1,i aint worried about a nigga takin my bitch.
3,3,0,0,0,RT @USER: Oh my goodness do I hate Chinese people. Fucking zipperheads
3,0,3,0,1,"@USER glad you brought that kid home, but he fucked up and should face the UCMJ. don't care about Taliban pussies really."
3,0,3,0,1,RT @USER: @USER &127797; bitch lol
3,0,3,0,1,That hate shit dont mean nothing bitch im feeling myself URL
3,0,3,0,1,all y'all some hoes tbh
6,1,5,0,1,RT @USER: If certain niggaz can even get my bitch attention hey can have it
3,0,3,0,1,drop it a day early fuck niggas need to hear it now &8220;@USER: ED1 was so hard &128293;but that's trash compared to ED2&8221;
3,0,1,2,2,I couldn't press send. That tweet about anchor babies was even too raw for me.
3,0,3,0,1,"@USER @USER @USER The same guy who thinks he can slang around ""bitch"" without it being offensive, apparently."
3,0,3,0,1,Can I have a bad bitch without no flawwss
3,0,3,0,1,@USER - pussy &amp; purp.&128514;
3,1,2,0,1,every time I ask for something the waitress touches my knee till I'm done asking. That mean she tryna give a nigga some pussy don't it.
3,0,3,0,1,"RT @USER: I just dont see the point in permanently ruining the chance of hitting the pussy again just for laughs, giggles, and RTs"
3,1,2,0,1,too bad ur a pussy
3,0,0,3,2,@USER @USER need to start mcbob because [PERSON] only shoot let him play with bird
6,0,6,0,1,Flaw bitches. Flaw bitches everywhere.
3,0,3,0,1,[PERSON] must thincc I'm the bitch he can fall Bacc on ah sum &128514;&128557; [PERSON]i BYEE &128075;&995;&996;&65039;
3,1,2,0,1,Shoutout to my Mamma cause she Ain't Raise no hoe
3,0,0,3,2,@USER your a greaser
3,0,3,0,1,RT @USER: Eat her pussy and look at her like &128540;&128541;&128514; URL
3,0,3,0,1,Bad bitches only .. URL
3,0,3,0,1,"So excited for tomorrow &amp; Saturday, &amp; then just being a lazy bitch on Sunday. &128076;"
3,1,2,0,1,@USER Long story lol but I've missed you faggot
3,0,1,2,2,"RT @USER: ""the trash generation"""
3,0,3,0,1,I'm back bitches 3d back in effect it's on tonite URL
6,1,5,0,1,RT @USER: &8220;@USER: &8220;@USER: where tf lyssa toilet mouth ass ? &128064;&128530;&8221; wassup&8221;you be twatching hoe &128514;&128514;
6,0,6,0,1,"RT @USER: ""You like your lunch little boy?"" ""Nah bitch look what I'm eating cause of you"" URL"
3,0,3,0,1,"I learned that every bad bitch comes wit mood swings just like mortal kombat, [PERSON] [PERSON], so true mane"
6,0,0,6,2,Almost half of North American bird species threatened by climate change URL URL Climate Environment
3,0,3,0,1,You can't put anything past a [LOCATION] [LOCATION] bitch. Or a [LOCATION] bitch. Or a [LOCATION] bitch.
3,0,3,0,1,5s are ugly thot bitch shoes
3,0,3,0,1,How could you do this to mee bitch
3,0,2,1,1,dey selling liquor drinks in dis bitch too!! &128514;&128514;
3,0,3,0,1,@USER shit he prolly is other than that everybody else trash
3,0,3,0,1,RT @USER: Long distance sex will definitely have u thinking u like a bitch a lil too much.
3,0,3,0,1,RT @USER: Step up into the gauntlet bitch nuts. I could use something to wipe my ass with
3,0,3,0,1,"RT @USER: Regrets are for pussies. Shit happens, deal with it"
3,0,3,0,1,"RT @USER: 3 point on a bitch like [PERSON] [PERSON][PERSON][PERSON], up in da club like [PERSON] [PERSON][PERSON][PERSON]."
3,0,3,0,1,RT @USER: McDonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud&8230;
3,0,2,1,1,"RT @USER: i just found out that ""marehood"" is code for ""horse pussy"" brony mlp URL"
3,0,2,1,1,All a nicca want is some Coney Island and Lou[LOCATION] Deli tho! [LOCATION]NiccaInAtlantaProblems
6,0,6,0,1,All you bitches extra easy when yall drunk lol unless ur sober friends there to save youu
3,0,2,1,1,RT @USER: One man's trash is another man's girlfriend.
3,0,0,3,2,RT @USER: M&amp;S bids for most social Christmas yet with &8216;Follow the Fairies&8217; campaign URL CLE marketing
3,0,3,0,1,you can masturbate anytime bitch lol &8220;@USER: I just want some damn alone time. Fucckk! Lol&8221;
3,0,3,0,1,my bitch look like a black barbie n nigga imma ken doll breath smellin like filet mignon and menthols..
3,0,3,0,1,For some reason I always assume guys who act like that in trucks have tiny dicks HAHA fag
3,0,3,0,1,RT @USER: Bitches eyebrows be 5% hair and 95% makeup talkin bout &8220;eyebrows on fleek&8221; smh sit down before i lick my thumb hoe
3,3,0,0,0,"fuck ray rice ,someone crack that bitch"
3,1,0,2,2,This dumb [PERSON]rk drives in circles through town on his bright yellow cycle with music blaring incredibly&8230; URL
3,1,2,0,1,I am so damn done dealing with hoes with kids. Puerto Rican dominican I don't care.
3,0,3,0,1,When things don't go my way I'm a total bitch.&128129;
3,0,3,0,1,2fine4cheapwine@USER.com &171;@USER So who used my email address for this chat line? All these bitches hittin me up &128530;&187;
3,0,3,0,1,What's up with all these bitches in bed clothes..? Walking the streets like that shit is cute.
3,0,0,3,2,jm sorry to hear this RT @USER: I'm going to chipotle for the first time. It better not be trash.
3,1,2,0,1,For a faggot ass nigga that crys about people who talk about kicks he certainly makes a lot of fucking shoe comments. That's y'all man smfh
3,0,3,0,1,@USER touch my throbbing pussy
3,0,1,2,2,"@USER like we all never gave the camera ""the bird""."
3,0,3,0,1,@USER it's always a white bitch doing something OP lol like they give zero fucks when it comes to dick &128514;&128514;
6,0,6,0,1,RT @USER: Me when your bitch favorites my tweets URL
3,1,2,0,1,why is this thirsty white basic ass bitch still talking to me gtfo
3,1,0,2,2,@USER he's a greaser
3,0,0,3,2,Lmaoo naw man RT @USER Yo want in RT @USER: U serious bro?? lol RT @USER 2-3:10am early bird special
3,0,0,3,2,"BlessJ[PERSON][PERSON] [PERSON] 3:3 - Can two walk together, except they be agreed?"
3,0,3,0,1,"RT @USER: When [PERSON][PERSON][PERSON] said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" URL"
3,0,3,0,1,"RT @USER: yeah ""basic bitches"" are a thing but how many straight white men do you know who are all the same and SO boring??"
3,1,0,2,2,"@USER He promised to stand with the muzzies, so.."
6,0,6,0,1,"This bitch literally just said ""normal people shouldn't work out in this gym because so many body builders workout here"""
3,1,2,0,1,my bitch stay my bitch so don't look she keep that pussy tucked
3,0,3,0,1,"Yea, my bitch is crazy. So what?"
3,0,3,0,1,pay back a bitch aint it
3,0,2,1,1,RT @USER: free wop
3,1,2,0,1,"I've never had a problem w| anybody here, I've been w| the company for a year, and then this snitch fucking bitch is trying to get me fired"
3,0,3,0,1,Why is this bitch throwing condoms? [PERSON]mao
3,3,0,0,0,"Chill RT @USER If I ever become president Imma ban [PERSON][PERSON] from [LOCATION].. For a Day, just to see you negroes panic. ""gotcha bitch"""
3,0,1,2,2,@USER I'm guessing so. The players are talking trash.
3,1,2,0,1,Deez niggas pussy so fuck em deez niggas ass so buss em
3,0,2,1,1,You can be a hoe in love
3,0,3,0,1,RT @USER: All a nigga need is money. . . . . . . . . . . . . . . . Fuck a bitch
3,0,2,1,1,flappy bird makes me want to smash my fuckin screen
3,0,1,2,2,"RT @USER: Whatchu sayin hoe, YOU KNOW IM THE MAN HOE"
3,0,0,3,2,RT @USER: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&8230;
3,0,0,3,2,@USER yellow is even better
3,0,3,0,1,K.[PERSON] shaped but it's FAKE!She pretty but she a manly bitch.And the little mermaid hair just looks foolish.
3,0,3,0,1,"RT @USER: im sick of bitches , bitching about other bitches &128530;"
3,1,2,0,1,what a broke niggah gone tell her.
3,1,2,0,1,RT @USER: We all need to be aware..that's there is ALOT more going on in this world than ya'll flagrant asses care to know abo&8230;
3,0,1,2,2,My Twitter app is poo trash.
6,0,6,0,1,!! RT @USER: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &57361;
3,0,3,0,1,&128557; RT @USER: I be thinkin Errbody wanna give me some pussy!&128553;
3,0,3,0,1,Who ever did the beat on that [PERSON] by Chief that bitch a banger @USER FreeWop FreeSlick
6,0,6,0,1,Free that hoe &128175;
6,1,5,0,1,"You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy"
3,0,0,3,2,[PERSON] [PERSON][PERSON] (2 of 3) Speech at [LOCATION][LOCATION] Armo&8230;: URL Proud to say my [PERSON] [PERSON] was at this speech in 63.
3,0,3,0,1,@USER lmao yesterday ? Them hoes was cute af lol
3,0,1,2,2,If train officers that are wearing body armor stand back to watch the smoke clear. Why does every gun ho wanna be.. URL
3,0,3,0,1,@USER yes bitch. &128528;&128514;
3,0,3,0,1,@USER ill finger ur tight pussy so slowly you'll be moaning my name bby
3,0,3,0,1,I could have so many bitches right now.. Lately they been loving [PERSON]lee
3,0,3,0,1,Look at me. Does it look like I give a fuck? Or half a fuck? Or the square root of a fuck. No. The slope of my fuck is zero.
3,2,1,0,0,The [LOCATION] is full of white trash. The [LOCATION] is full of white trash. The [LOCATION] [LOCATION] if full of white trash.
3,0,3,0,1,these hos really be hatin on [LOCATION]aya fine ass
3,0,3,0,1,"RT @USER: Every man can't have a bad bitch. But in this country if you got 100$ cash &amp; r willing to go where poverty roams, you &8230;"
3,0,3,0,1,Hardly ever sober bitch I party till it's over.
3,0,3,0,1,RT @USER: you can ride for a nigga ya whole life new pussy fuck it up in one night
3,0,3,0,1,The bitches act like they don't be in the club with they ass all out in too little ass skirts &amp; shorts giving em yeast infections n shit.
3,1,2,0,1,@USER at least put a caption when stealing the pic fag lol
3,0,3,0,1,I'm out this bitch
3,0,0,3,2,"Big bird holds press conf claims ""he does not care for the letter f"""
3,0,0,3,2,"Her excuse is ""when I die u can have all my gold."" I don't even like yellow gold anymore. I gave her all of mine."
3,2,1,0,0,Fuck that nigga's shit up! [PERSON]'s pussy got [PERSON][PERSON] going batshit!!
3,0,0,3,2,@USER Quick game for Sox Yanks..hope you get home soon
6,0,6,0,1,RT @USER: @USER @USER The only thing that cunt talked about was me crying about the traffic jam. Knows nothing abou&8230;
3,0,3,0,1,Photo: No filtering bitches. &128128;&128128;&128128;&128128; turntup webad wepretty gayvegas rupaulsdragrace barb minaj.. URL
3,1,2,0,1,&8220;@USER: these the kids that call you nigger on xbox URL
6,0,6,0,1,"RT @USER: Stop fuckin with a ""take me out somewhere"" type of bitch.. Get you a ""baby I cooked for you"" type of chick!! &128525;&9749;&65039;&128056;"
3,0,0,3,2,How is that not a yellow on [PERSON][PERSON] for full on body bumping the ref?
3,0,3,0,1,bad bitch
3,0,0,3,2,RT @USER: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. Wor&8230;
3,1,2,0,1,I hate when a bitch got fucked up teeth and she trynna smile in her pictures tf lmfao
3,1,2,0,1,"@USER lol, that pussy got rich niggas losing their minds too. Got [PERSON][PERSON][PERSON] &amp; [PERSON][PERSON] beef'd out, that puss is the devil's playground."
3,0,3,0,1,"' I fw these niggahs everyday , [PERSON]eva changed up , always been the same to a niggah . Been thru shit with ma niggahs ."
3,0,3,0,1,@USER I got your moms ass on my breath pussy ;)
3,0,3,0,1,"Oh ""@USER: i hope [PERSON][PERSON] falls dickhole first into my pussy """
3,0,3,0,1,"RT @USER: Lmfao , this bitch was giving head in the back of a classroom she better go tf ahead !"
6,1,5,0,1,RT @USER: Kill'lees hoes when I feel like it
3,0,3,0,1,@USER shut up niglet
3,0,3,0,1,"&8220;@USER: Grandmas always b asking you ""Do you have a girlfriend??"" No..I got hoes tf you mean&8221; real shit."
3,2,1,0,0,I really get upset when my lightskin friends have another cute dark skin sidekick..like Im supposed to be the only cute darkie u hang wit &128545;
3,1,2,0,1,"@USER shut the fuck up, your wack as fuck. Garbage mohawk having faggot, stop making music and shovel my snow scrub."
3,0,0,3,2,RT @USER: taking out the trash at night URL
3,2,0,1,0,This nigglet &10084;&65039;
3,0,3,0,1,@USER @USER @USER @USER yea spell check is a bitch.. lets stay on topic
6,1,5,0,1,Switcharoo on yo main bitch me and my NIGGA hell naw we don't date hoes
3,0,3,0,1,[PERSON][PERSON] just trucked dude hoe ass lol
3,0,3,0,1,RT @USER: Honestly I kind of get offended when people ask me if my eyelashes are fake. Fake eyelashes aren't this long bitches. &995;&128129;
6,1,5,0,1,I love fat bitches
3,0,0,3,2,"RT @USER: I got gatorades, Twinkies, rice puddings, Pringles, and cookies &128525;&12855;"
3,0,2,1,1,RT @USER: Twitter should dump the little blue bird mascot and just officially change it to a set of boobs.
3,0,0,3,2,RT @USER: Every [PERSON] [PERSON][PERSON]Farlene cartoon is trash yall love low iq comedy
3,0,0,3,2,RT @USER: Need some ice cream and Oreos &128525;
3,0,3,0,1,@USER @ me hoe
3,0,3,0,1,All of my bitches know they temporary
3,0,0,3,2,Majority of it is trash anyway.
3,0,3,0,1,His bitch ass is the same way so it don't matter.
3,0,0,3,2,Oriental rugs cause I'm flyer than a dove.
3,0,3,0,1,RT @USER: Why would I be in a relationship theses hoes go still do them &128514;&128175;
6,0,6,0,1,[PERSON]rappy got the hoes &128056;&9749;&65039;.. It's 3 of em on stage I wonder how many in the audience
4,0,4,0,1,"""@USER: There's a lane some bitches need to stay in &128526;"" the left n get right the fuck outta our face &128557;&128129;&128536;"
3,0,3,0,1,@USER lol girrl these bitches crazzy
3,0,3,0,1,Jus need my nig [PERSON] [PERSON]s to win..fk the award tho
3,2,1,0,0,Them queer ass shorts [PERSON][PERSON][PERSON] got on
3,0,3,0,1,Cuz they dont wanna b saved RT @USER: Why is saving hoes bad?
3,1,2,0,1,@USER cuz people at work are bitches they shit talkers and yeah dude I need a girls night out -__-
3,2,1,0,0,@USER nah dude mostly just sound like a faggot
3,0,3,0,1,@USER ya pussy let's go wheelin
3,2,1,0,0,"@USER Niggas probably be watching me like ""Look at this [PERSON] [PERSON] ass [PERSON]sta"""
3,0,3,0,1,RT @USER: I know another chick I will NEVER shoot again. Filing this one under: heartless cunt
3,0,3,0,1,"""@USER: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck"
3,2,1,0,0,@USER insecure much put all you insults in one tweet. Fucking dumbass dude I'd wreck you you faggot
3,0,0,3,2,RT @USER: Royals win!! KC with a 2-0 blanking of the Yankees to take the series in the [LOCATION]! BeRoyalKC
3,0,0,3,2,I'm [PERSON][PERSON]-[PERSON][PERSON]
3,2,1,0,0,"[PERSON]l, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass."
3,0,3,0,1,"""I got a sister, she told me stop calling women bitches.."""
3,0,3,0,1,It ain't nothin to cut that bitch off
3,0,3,0,1,@USER your so fucking ignorant u talk a lot shit for someone who don't wanna fight your mama raised u as bitch huh?
3,0,3,0,1,"RT @USER: ""I'm a soft more""&128514;&128514;&128557; hoes dumb man"
3,0,3,0,1,@USER @USER stop retweeting heather im tired of seeing that bitch on my tl
3,0,3,0,1,"RT @USER: bow down to me bitches, i am your chief URL"
3,0,2,1,1,RT @USER: Niggas be trippin about they shoes in clubs tf u wear them hoes for nigga all my shoes club shoes !
3,0,0,3,2,"RT @USER: 2 on the field, 1 in our hearts! What if @USER star [PERSON] [PERSON][PERSON] starred in ""Back to School?"" URL yank&8230;"
3,0,3,0,1,Leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house
3,0,0,3,2,Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -
3,0,3,0,1,RT @USER: Mom brought me McDonald's for lunch. I had all the bitches on me.
3,1,2,0,1,HonestyHour in middle school hoes used to call me a Mandingo warrior
